Date,Vendor Name,Country,Product,Gross Bookings,Fees
9/1/2015,Vendor A,Country 33,Product 2,164.46,13.89
9/1/2015,Vendor A,Country 64,Product 3,0.78,0.03
9/1/2015,Vendor A,Country 55,Product 2,79.6,6.73
9/1/2015,Vendor A,Country 58,Product 12,1924.15,161.4
9/1/2015,Vendor A,Country 11,Product 2,47.43,3.99
9/1/2015,Vendor A,Country 7,Product 5,5570017.81,95095.79
9/1/2015,Vendor A,Country 41,Product 8,84.77,1.25
9/1/2015,Vendor A,Country 5,Product 10,4.21,0.36
9/1/2015,Vendor A,Country 46,Product 12,1556.15,130.04
9/1/2015,Vendor F,Country 32,Product 4,966.86,9.34
9/1/2015,Vendor F,Country 7,Product 9,54745.95,461.61
9/1/2015,Vendor F,Country 55,Product 4,694.31,17.94
9/1/2015,Vendor F,Country 37,Product 9,7865.15,203.2
9/1/2015,Vendor F,Country 30,Product 4,3678.16,35.05
9/1/2015,Vendor F,Country 49,Product 4,1164.62,37.59
9/1/2015,Vendor F,Country 40,Product 4, $-   ,0.01
9/1/2015,Vendor F,Country 39,Product 4, $-   ,0.02
9/1/2015,Vendor B,Country 10,Product 6,51014.15,1428.22
9/1/2015,Vendor B,Country 43,Product 6,12001.48,336.05
9/1/2015,Vendor B,Country 27,Product 6,12885.07,360.78
9/1/2015,Vendor B,Country 42,Product 6,14430.15,404.04
9/1/2015,Vendor B,Country 1,Product 6,56241.98,1574.78
9/1/2015,Vendor B,Country 31,Product 6,45608.25,1240.18
9/1/2015,Vendor B,Country 2,Product 6,31586319.93,799695.9
9/1/2015,Vendor C,Country 50,Product 7,17257.5,320.99
9/1/2015,Vendor C,Country 30,Product 7,10147.83,188.75
9/1/2015,Vendor C,Country 34,Product 7,12171.36,226.39
9/1/2015,Vendor H,Country 19,Product 18,432850.94,6796.84
9/1/2015,Vendor A,Country 29,Product 3,25.05,1.59
9/1/2015,Vendor A,Country 41,Product 10,14.19,1.2
9/1/2015,Vendor A,Country 29,Product 9,448737.15,29141.37
9/1/2015,Vendor A,Country 31,Product 9,892660.36,57152.39
9/1/2015,Vendor A,Country 64,Product 12,351.75,29.63
9/1/2015,Vendor A,Country 6,Product 9,141870.94,4614.49
9/1/2015,Vendor A,Country 3,Product 2,-0.39, $-   
9/1/2015,Vendor A,Country 17,Product 9,27563.23,872.26
9/1/2015,Vendor A,Country 19,Product 3,103.76,3.62
9/1/2015,Vendor A,Country 57,Product 9,50013.23,2462.93
9/1/2015,Vendor A,Country 55,Product 14,6185.31,295.15
9/1/2015,Vendor A,Country 14,Product 12,17329.69,1456.36
9/1/2015,Vendor A,Country 65,Product 2,0.98,0.08
9/1/2015,Vendor A,Country 58,Product 2,55.1,4.82
9/1/2015,Vendor A,Country 36,Product 9,206648.91,16879.16
9/1/2015,Vendor A,Country 53,Product 4,295957.69,25359.37
9/1/2015,Vendor A,Country 52,Product 9,312322.42,24835.03
9/1/2015,Vendor A,Country 27,Product 1,45.7,0.48
9/1/2015,Vendor A,Country 30,Product 8,12.08,0.12
9/1/2015,Vendor A,Country 35,Product 1,181.11,1.32
9/1/2015,Vendor A,Country 1,Product 10,170.48,14.4
9/1/2015,Vendor A,Country 25,Product 4,202579.32,5570.94
9/1/2015,Vendor A,Country 7,Product 4,412450.24,19763.4
9/1/2015,Vendor A,Country 48,Product 4,28924.72,545.11
9/1/2015,Vendor A,Country 41,Product 11,9.67,0.41
9/1/2015,Vendor A,Country 4,Product 9,20181.03,632.7
9/1/2015,Vendor A,Country 45,Product 4,56459.6,3163.32
9/1/2015,Vendor A,Country 47,Product 4,40000.02,3471.02
9/1/2015,Vendor A,Country 65,Product 4,7972.97,553.01
9/1/2015,Vendor A,Country 37,Product 2,117.22,9.91
9/1/2015,Vendor A,Country 21,Product 8,56.56,1.02
9/1/2015,Vendor A,Country 45,Product 2,146.39,11.9
9/1/2015,Vendor A,Country 19,Product 12,15999.05,1352.83
9/1/2015,Vendor A,Country 22,Product 12,3355.67,280.98
9/1/2015,Vendor A,Country 14,Product 4,78979.19,5358.1
9/1/2015,Vendor A,Country 61,Product 2,3.85,0.32
9/1/2015,Vendor A,Country 50,Product 10,196.7,16.92
9/1/2015,Vendor A,Country 48,Product 10,174.79,14.77
9/1/2015,Vendor A,Country 28,Product 10,117.66,9.94
9/1/2015,Vendor A,Country 1,Product 3,110.47,2.16
9/1/2015,Vendor A,Country 48,Product 2,6.2,0.52
9/1/2015,Vendor A,Country 2,Product 3,4.93,0.36
9/1/2015,Vendor A,Country 37,Product 10,61.71,5.22
9/1/2015,Vendor A,Country 10,Product 10,39.93,3.38
9/1/2015,Vendor A,Country 28,Product 12,3124.6,262.15
9/1/2015,Vendor F,Country 6,Product 4,2804.84,44.28
9/1/2015,Vendor F,Country 64,Product 9,253.77,3.36
9/1/2015,Vendor F,Country 50,Product 4,1542.58,43.8
9/1/2015,Vendor F,Country 59,Product 4,63.8,2.57
9/1/2015,Vendor F,Country 8,Product 4, $-   ,0.02
9/1/2015,Vendor F,Country 66,Product 4, $-   ,0.25
9/1/2015,Vendor F,Country 12,Product 4,1753.96,80.9
9/1/2015,Vendor F,Country 4,Product 9, $-   ,18.73
9/1/2015,Vendor F,Country 31,Product 4,3977.47,132.27
9/1/2015,Vendor F,Country 31,Product 9,8168.93,237.93
9/1/2015,Vendor B,Country 12,Product 6,4266.24,123.61
9/1/2015,Vendor D,Country 2,Product 4,15803638.86,556861.04
9/1/2015,Vendor B,Country 40,Product 6,322362.65,9348.51
9/1/2015,Vendor B,Country 33,Product 6,10844.06,302.84
9/1/2015,Vendor B,Country 11,Product 6,9821.12,274.93
9/1/2015,Vendor C,Country 54,Product 7,880918.07,12596.82
9/1/2015,Vendor C,Country 8,Product 7,134755.86,2505.72
9/1/2015,Vendor C,Country 32,Product 7,13.05,0.24
9/1/2015,Vendor C,Country 7,Product 7,369899.75,6880.28
9/1/2015,Vendor C,Country 23,Product 7,2649.64,49.28
9/1/2015,Vendor C,Country 40,Product 7,32921.02,612.21
9/1/2015,Vendor A,Country 1,Product 9,99235.91,3400.6
9/1/2015,Vendor A,Country 42,Product 9,150844.83,1954.35
9/1/2015,Vendor A,Country 58,Product 9,16955.57,1244.77
9/1/2015,Vendor A,Country 49,Product 2,352.58,14.59
9/1/2015,Vendor A,Country 15,Product 2,109.3,9.28
9/1/2015,Vendor A,Country 49,Product 3,8.39,0.28
9/1/2015,Vendor A,Country 20,Product 9,153948.5,12549.02
9/1/2015,Vendor A,Country 57,Product 3,1.89,0.05
10/1/2015,Vendor A,Country 61,Product 10,26.41,2.22
10/1/2015,Vendor A,Country 37,Product 11,31.72,1.34
10/1/2015,Vendor A,Country 9,Product 4,1388.9,37.84
10/1/2015,Vendor A,Country 17,Product 11,0.86,0.04
10/1/2015,Vendor A,Country 39,Product 11,743.19,31.49
10/1/2015,Vendor A,Country 46,Product 4,3895.27,233.46
10/1/2015,Vendor A,Country 41,Product 11,10.99,0.47
10/1/2015,Vendor A,Country 8,Product 4,947278.87,53632.95
10/1/2015,Vendor A,Country 26,Product 4,25426,778.45
10/1/2015,Vendor A,Country 2,Product 3,75.38,5.7
10/1/2015,Vendor A,Country 46,Product 12,3361.99,281.7
10/1/2015,Vendor A,Country 67,Product 10,0.84,0.07
10/1/2015,Vendor A,Country 36,Product 3,136.98,8.04
10/1/2015,Vendor A,Country 52,Product 3,85.21,3.17
10/1/2015,Vendor A,Country 39,Product 3,2.68,0.06
10/1/2015,Vendor A,Country 26,Product 3,76.91,1.89
10/1/2015,Vendor A,Country 9,Product 2,2.65,0.23
10/1/2015,Vendor A,Country 30,Product 10,1789.49,151.41
10/1/2015,Vendor A,Country 7,Product 14,386.96,18.45
10/1/2015,Vendor A,Country 44,Product 12,2788.33,233.95
10/1/2015,Vendor A,Country 57,Product 11,2.16,0.08
10/1/2015,Vendor A,Country 55,Product 4,20764.7,1003.08
10/1/2015,Vendor A,Country 8,Product 8,9.38,0.42
10/1/2015,Vendor A,Country 23,Product 4,535094.06,50556.39
10/1/2015,Vendor A,Country 28,Product 2,87.02,7.35
10/1/2015,Vendor A,Country 21,Product 10,93.28,7.92
10/1/2015,Vendor F,Country 54,Product 9,86502.11,2052.22
10/1/2015,Vendor F,Country 64,Product 4,129.11,2.29
10/1/2015,Vendor F,Country 32,Product 9,1139.9,10.54
10/1/2015,Vendor F,Country 43,Product 4,846.16,14.28
10/1/2015,Vendor F,Country 2,Product 2,616038.84,19759.13
10/1/2015,Vendor F,Country 2,Product 14,3290.16,115.06
10/1/2015,Vendor F,Country 66,Product 4, $-   ,1.01
10/1/2015,Vendor F,Country 58,Product 4,141.23,5.14
10/1/2015,Vendor F,Country 52,Product 4, $-   ,0.04
10/1/2015,Vendor F,Country 45,Product 4, $-   ,0.01
10/1/2015,Vendor F,Country 59,Product 9, $-   ,4.46
10/1/2015,Vendor F,Country 3,Product 9, $-   ,3.03
10/1/2015,Vendor F,Country 44,Product 9,534.63,14.8
10/1/2015,Vendor F,Country 15,Product 9, $-   ,0.03
10/1/2015,Vendor F,Country 2,Product 21,59736.28,1133.21
10/1/2015,Vendor B,Country 37,Product 6,11982.29,347.49
10/1/2015,Vendor B,Country 40,Product 6,302839.26,8782.34
10/1/2015,Vendor B,Country 34,Product 6,76602.97,2144.88
10/1/2015,Vendor B,Country 20,Product 6,21526.91,637.49
10/1/2015,Vendor B,Country 52,Product 6,21777.48,636.57
10/1/2015,Vendor B,Country 11,Product 6,9830.72,275.26
10/1/2015,Vendor C,Country 37,Product 7,5517.74,102.66
10/1/2015,Vendor C,Country 56,Product 7,10795.88,200.39
10/1/2015,Vendor C,#N/A,Product 7,21.83,0.4
10/1/2015,Vendor A,Country 28,Product 12,4563.03,382.9
10/1/2015,Vendor A,Country 9,Product 9,3225.49,52.67
10/1/2015,Vendor A,Country 8,Product 11,893.06,37.78
10/1/2015,Vendor A,Country 64,Product 9,15277.44,308.67
10/1/2015,Vendor A,Country 5,Product 10,80.93,6.84
10/1/2015,Vendor A,Country 44,Product 2,15.5,1.31
10/1/2015,Vendor A,Country 29,Product 10,7723.47,654.9
10/1/2015,Vendor A,Country 65,Product 2,10.99,0.95
10/1/2015,Vendor A,Country 2,Product 10,287.37,11.89
10/1/2015,Vendor A,Country 2,Product 8,22.32,1.26
10/1/2015,Vendor A,Country 59,Product 4,2563.68,121.49
10/1/2015,Vendor A,Country 31,Product 8,11.87,0.19
10/1/2015,Vendor A,Country 35,Product 12,-6.07, $-   
10/1/2015,Vendor A,Country 34,Product 3,27.94,0.61
10/1/2015,Vendor A,Country 3,Product 14,4623.8,222.43
10/1/2015,Vendor A,Country 14,Product 4,102730.5,6855.59
10/1/2015,Vendor A,Country 30,Product 11,17.94,0.76
10/1/2015,Vendor A,Country 1,Product 11,233.42,9.96
10/1/2015,Vendor A,Country 37,Product 2,38.34,3.24
10/1/2015,Vendor A,Country 14,Product 12,19990.74,1683.29
10/1/2015,Vendor A,Country 18,Product 3,109.44,3.11
10/1/2015,Vendor A,Country 13,Product 4,170121.63,10617.42
10/1/2015,Vendor A,Country 25,Product 11,45.67,1.93
10/1/2015,Vendor A,Country 15,Product 12,17014.97,1431.62
10/1/2015,Vendor A,Country 36,Product 12,4003.89,337.23
10/1/2015,Vendor A,Country 48,Product 10,170.82,14.44
10/1/2015,Vendor A,Country 16,Product 11,52.96,2.22
10/1/2015,Vendor A,Country 25,Product 12,-1.12, $-   
10/1/2015,Vendor F,Country 30,Product 4,3921.64,39.03
10/1/2015,Vendor F,Country 41,Product 9,306.94,4.36
10/1/2015,Vendor F,Country 25,Product 9,1842.73,22.01
10/1/2015,Vendor F,Country 43,Product 6, $-   ,0.55
10/1/2015,Vendor F,Country 48,Product 9,3887.23,21.02
10/1/2015,Vendor F,Country 46,Product 4, $-   ,57.37
10/1/2015,Vendor F,Country 44,Product 4,680.85,21.49
10/1/2015,Vendor F,Country 39,Product 4, $-   ,0.02
10/1/2015,Vendor F,Country 53,Product 9, $-   ,0.1
10/1/2015,Vendor F,Country 58,Product 9,550.59,17.37
10/1/2015,Vendor F,Country 2,Product 9,28242523.96,791182.88
10/1/2015,Vendor B,Country 4,Product 6,827.54,11.86
10/1/2015,Vendor C,Country 44,Product 7,3.5,0.07
10/1/2015,Vendor C,Country 2,Product 7,8593425.62,165050.18
10/1/2015,Vendor C,Country 6,Product 7,36110.3,671.54
10/1/2015,Vendor C,Country 30,Product 7,11811.34,219.69
10/1/2015,Vendor C,Country 34,Product 7,15372.71,285.89
10/1/2015,Vendor A,Country 45,Product 9,47550.63,1634.9
10/1/2015,Vendor A,Country 4,Product 9,5829.64,178.11
10/1/2015,Vendor A,Country 3,Product 9,1567282.91,135235.18
10/1/2015,Vendor A,Country 11,Product 9,106393.75,5692.34
10/1/2015,Vendor A,Country 22,Product 9,24083.09,1380.86
10/1/2015,Vendor A,Country 24,Product 4,82701.37,8179.74
10/1/2015,Vendor A,Country 19,Product 8,4.77,0.49
10/1/2015,Vendor A,Country 13,Product 3,73.87,1.52
10/1/2015,Vendor A,Country 36,Product 11,106.66,4.5
10/1/2015,Vendor A,Country 47,Product 11,468.07,20.51
10/1/2015,Vendor A,Country 11,Product 2,158.08,18.24
10/1/2015,Vendor A,Country 3,Product 8,80.66,1.19
10/1/2015,Vendor A,Country 42,Product 9,144847.02,1794.23
10/1/2015,Vendor A,Country 6,Product 2,612.86,61.67
10/1/2015,Vendor A,Country 25,Product 14,15.97,0.76
10/1/2015,Vendor A,Country 43,Product 1,13.73,0.09
10/1/2015,Vendor A,Country 21,Product 1,2.93,0.02
10/1/2015,Vendor A,Country 41,Product 9,6979.98,296.94
10/1/2015,Vendor A,Country 34,Product 10,222.53,18.99
10/1/2015,Vendor A,Country 27,Product 10,75.38,6.61
10/1/2015,Vendor A,Country 48,Product 2,4.19,0.35
10/1/2015,Vendor A,Country 8,Product 10,40.09,3.39
10/1/2015,Vendor A,Country 40,Product 12,-1.75, $-   
10/1/2015,Vendor A,Country 27,Product 2,69.49,5.88
10/1/2015,Vendor A,Country 7,Product 12,-7.29, $-   
10/1/2015,Vendor A,Country 35,Product 10,879.67,204.46
10/1/2015,Vendor A,Country 47,Product 10,101.36,8.66
10/1/2015,Vendor A,Country 47,Product 2,146.86,12.5
10/1/2015,Vendor A,Country 31,Product 2,636.61,156.12
10/1/2015,Vendor A,Country 28,Product 11,2.93,0.12
10/1/2015,Vendor A,Country 49,Product 2,212.36,8.78
10/1/2015,Vendor A,Country 57,Product 3,1.48,0.04
10/1/2015,Vendor A,Country 12,Product 3,2.61,0.13
10/1/2015,Vendor A,Country 64,Product 10,168.97,14.48
10/1/2015,Vendor F,Country 9,Product 4,49.71,2.3
10/1/2015,Vendor F,Country 50,Product 4,1620.09,45.58
10/1/2015,Vendor F,Country 31,Product 4,4188.78,138
10/1/2015,Vendor F,Country 25,Product 4,2639.01,33.31
10/1/2015,Vendor F,Country 27,Product 9,1581.63,16.25
10/1/2015,Vendor F,Country 50,Product 9,3004.4,75.04
10/1/2015,Vendor F,Country 59,Product 4, $-   ,2.71
10/1/2015,Vendor F,Country 36,Product 4, $-   ,0.02
10/1/2015,Vendor F,Country 23,Product 4, $-   ,0.4
10/1/2015,Vendor F,Country 68,Product 4, $-   ,0.01
10/1/2015,Vendor F,Country 47,Product 4, $-   ,0.01
10/1/2015,Vendor F,Country 46,Product 9, $-   ,153.3
10/1/2015,Vendor F,Country 8,Product 9, $-   ,0.69
10/1/2015,Vendor F,Country 57,Product 9, $-   ,0.02
10/1/2015,Vendor F,Country 12,Product 9, $-   ,343.11
10/1/2015,Vendor B,Country 43,Product 6,15686.18,439.23
10/1/2015,Vendor B,Country 42,Product 6,11173.84,312.87
10/1/2015,Vendor B,Country 32,Product 6,5003.6,140.09
10/1/2015,Vendor D,Country 2,Product 2,1975099.8,93980.57
10/1/2015,Vendor B,Country 7,Product 6,1018491.13,28517.76
10/1/2015,Vendor B,Country 9,Product 6,264.92,7.41
10/1/2015,Vendor B,Country 10,Product 6,61087.96,1710.12
10/1/2015,Vendor C,Country 49,Product 7,55.42,1.07
10/1/2015,Vendor C,Country 27,Product 7,9820.92,181.76
10/1/2015,Vendor C,Country 40,Product 7,44686.56,831.1
10/1/2015,Vendor C,Country 9,Product 7,319.34,5.98
10/1/2015,Vendor I,Country 3,Product 19,2364159.04,14711.29
10/1/2015,Vendor A,Country 45,Product 2,90.56,8.02
10/1/2015,Vendor A,Country 45,Product 8,11.49,0.1
10/1/2015,Vendor A,Country 11,Product 10,622.31,52.76
10/1/2015,Vendor A,Country 46,Product 2,9.14,0.78
10/1/2015,Vendor A,Country 20,Product 8,2.9,0.05
10/1/2015,Vendor A,Country 60,Product 12,473.54,39.89
10/1/2015,Vendor A,Country 60,Product 9,437.78,21.37
10/1/2015,Vendor A,Country 10,Product 8,1.15,0.02
10/1/2015,Vendor A,Country 69,Product 9,0.51,0.08
10/1/2015,Vendor A,Country 57,Product 12,1779.26,148.82
10/1/2015,Vendor A,Country 19,Product 3,117.75,3.98
10/1/2015,Vendor A,Country 35,Product 9,14798638.89,215850.98
10/1/2015,Vendor A,Country 32,Product 9,34384.66,562.75
10/1/2015,Vendor A,Country 1,Product 2,448.49,39.04
10/1/2015,Vendor A,Country 28,Product 9,114689.75,2919.65
10/1/2015,Vendor A,Country 35,Product 8,871.32,9.46
10/1/2015,Vendor A,Country 43,Product 3,14.4,0.39
10/1/2015,Vendor A,Country 1,Product 9,105748.95,3513.06
10/1/2015,Vendor A,Country 31,Product 3,395.85,11.37
10/1/2015,Vendor A,Country 27,Product 3,85.18,1.9
10/1/2015,Vendor A,Country 7,Product 9,907563.4,36073
10/1/2015,Vendor A,Country 25,Product 10,819.97,69.66
10/1/2015,Vendor A,Country 1,Product 1,29.14,0.18
10/1/2015,Vendor A,Country 53,Product 8,1.41,0.02
10/1/2015,Vendor A,Country 25,Product 2,840.79,76.72
10/1/2015,Vendor F,Country 26,Product 9,2023.31,23.78
10/1/2015,Vendor F,Country 34,Product 9,2468.96,22.48
10/1/2015,Vendor F,Country 64,Product 9,489.35,6.86
10/1/2015,Vendor F,Country 14,Product 4, $-   ,0.03
10/1/2015,Vendor F,Country 53,Product 4, $-   ,0.31
10/1/2015,Vendor F,Country 19,Product 4, $-   ,0.48
10/1/2015,Vendor F,Country 51,Product 4, $-   ,0.03
10/1/2015,Vendor F,Country 28,Product 4, $-   ,0.03
10/1/2015,Vendor F,Country 38,Product 4, $-   ,1.51
10/1/2015,Vendor F,Country 19,Product 9, $-   ,1.06
10/1/2015,Vendor F,Country 36,Product 9, $-   ,0.04
10/1/2015,Vendor F,Country 40,Product 9, $-   ,0.04
10/1/2015,Vendor F,Country 2,Product 22,66583.26,2041.58
10/1/2015,Vendor B,Country 6,Product 6,73872.11,2068.42
10/1/2015,Vendor B,Country 50,Product 6,148453.02,4305.14
10/1/2015,Vendor B,Country 25,Product 6,141727.27,3968.37
10/1/2015,Vendor B,Country 35,Product 6,2877811.33,80578.72
10/1/2015,Vendor B,Country 33,Product 6,9124.54,258.26
10/1/2015,Vendor B,Country 51,Product 6,1430.86,40.05
10/1/2015,Vendor B,Country 13,Product 6,29275.27,819.98
10/1/2015,Vendor B,Country 39,Product 6,23820.83,696.46
10/1/2015,Vendor C,Country 8,Product 7,169581.95,3153.3
10/1/2015,Vendor C,Country 41,Product 7,743.5,13.83
10/1/2015,Vendor C,Country 23,Product 7,3321,61.77
10/1/2015,Vendor C,Country 35,Product 7,1815816.46,33754.79
10/1/2015,Vendor A,Country 45,Product 3,64.47,1.46
10/1/2015,Vendor A,Country 67,Product 3,3.04,0.08
10/1/2015,Vendor A,Country 10,Product 3,88.68,1.88
10/1/2015,Vendor A,Country 33,Product 8,43.68,0.49
10/1/2015,Vendor A,Country 52,Product 4,549114.32,50050.04
10/1/2015,Vendor A,Country 53,Product 4,346018.15,29138.41
10/1/2015,Vendor A,Country 11,Product 3,49.45,1.16
10/1/2015,Vendor A,Country 70,Product 4,82.73,5.43
10/1/2015,Vendor A,Country 43,Product 4,29048.24,993.87
10/1/2015,Vendor A,Country 5,Product 3,17.15,0.36
10/1/2015,Vendor A,Country 26,Product 9,62269.38,1438.35
10/1/2015,Vendor A,Country 5,Product 9,50295.34,1434.21
10/1/2015,Vendor A,Country 1,Product 4,62214.59,2117.35
10/1/2015,Vendor A,Country 31,Product 10,6928.04,588.97
10/1/2015,Vendor A,Country 27,Product 4,37081.75,1021.18
10/1/2015,Vendor A,Country 32,Product 10,498.59,42.29
10/1/2015,Vendor A,Country 37,Product 4,70195.44,4112.13
10/1/2015,Vendor A,Country 34,Product 4,204872.44,7537.54
10/1/2015,Vendor A,Country 27,Product 8,13.45,0.2
10/1/2015,Vendor A,Country 31,Product 9,825733.12,53055.92
10/1/2015,Vendor A,Country 8,Product 9,3417697.49,194950.82
10/1/2015,Vendor A,Country 31,Product 11,34.1,1.44
10/1/2015,Vendor A,Country 55,Product 14,6608.93,316.34
10/1/2015,Vendor A,Country 28,Product 8,124.81,2.47
10/1/2015,Vendor A,Country 24,Product 12,2367.01,203.65
10/1/2015,Vendor A,Country 29,Product 2,209.55,17.75
10/1/2015,Vendor A,Country 64,Product 8,38.99,0.66
10/1/2015,Vendor A,Country 15,Product 2,59.44,5.05
10/1/2015,Vendor A,Country 38,Product 12, $-   ,0.01
10/1/2015,Vendor A,Country 49,Product 3,32.23,0.79
10/1/2015,Vendor A,Country 4,Product 4,2027.72,84.77
10/1/2015,Vendor A,Country 22,Product 12,3939.83,329.37
10/1/2015,Vendor A,Country 18,Product 12,1333366.28,114147.53
10/1/2015,Vendor A,Country 18,Product 8,161.94,3.13
10/1/2015,Vendor A,Country 15,Product 3,19.64,0.53
10/1/2015,Vendor A,Country 21,Product 12,8063.18,675.97
10/1/2015,Vendor F,Country 1,Product 4,1930.44,30.2
10/1/2015,Vendor F,Country 5,Product 4,440.45,6.57
10/1/2015,Vendor F,Country 7,Product 9,57287.62,520.92
10/1/2015,Vendor F,Country 6,Product 4,2989.76,48.69
10/1/2015,Vendor F,Country 1,Product 9,3506.88,44.6
10/1/2015,Vendor F,Country 9,Product 9,67.81,0.59
10/1/2015,Vendor F,Country 37,Product 4,2455.49,72.11
10/1/2015,Vendor F,Country 2,Product 10,3437.87,118.97
10/1/2015,Vendor F,Country 8,Product 4, $-   ,0.46
10/1/2015,Vendor F,Country 62,Product 4, $-   ,12.44
10/1/2015,Vendor F,Country 11,Product 4, $-   ,0.01
10/1/2015,Vendor F,Country 18,Product 9, $-   ,0.59
10/1/2015,Vendor F,Country 10,Product 9, $-   ,0.12
10/1/2015,Vendor F,Country 31,Product 9,8984.23,260.08
10/1/2015,Vendor D,Country 2,Product 14,5827.43, $-   
10/1/2015,Vendor D,Country 2,Product 9,52661127.93,2002154.14
10/1/2015,Vendor B,Country 55,Product 6,62544.91,1813.78
10/1/2015,Vendor B,Country 30,Product 6,103364.36,2894.2
10/1/2015,Vendor B,Country 16,Product 6,2529.61,75.38
10/1/2015,Vendor B,Country 12,Product 6,4031.56,117.3
10/1/2015,Vendor C,Country 61,Product 7,8.29,0.15
10/1/2015,Vendor C,Country 55,Product 7,176.95,3.29
10/1/2015,Vendor A,Country 45,Product 4,55819.62,3090.94
10/1/2015,Vendor A,Country 70,Product 9,95.36,5.64
10/1/2015,Vendor A,Country 46,Product 9,10694.96,596.35
10/1/2015,Vendor A,Country 13,Product 9,290246.21,16875.6
10/1/2015,Vendor A,Country 36,Product 9,259236.8,21101.16
10/1/2015,Vendor A,Country 18,Product 9,2521524.97,165250.32
10/1/2015,Vendor A,Country 17,Product 3,39.44,1.03
10/1/2015,Vendor A,Country 16,Product 9,15033.87,824.79
10/1/2015,Vendor A,Country 15,Product 9,111904.14,8397.37
10/1/2015,Vendor A,Country 47,Product 4,42694.36,5381.04
10/1/2015,Vendor A,Country 3,Product 11,1714843.36,72986.23
10/1/2015,Vendor A,Country 67,Product 4,231.82,8.58
10/1/2015,Vendor A,Country 25,Product 9,182317.15,5689.55
10/1/2015,Vendor A,Country 7,Product 2,4174.89,360.71
10/1/2015,Vendor A,Country 21,Product 9,39304.33,1520.07
10/1/2015,Vendor A,Country 41,Product 2,38.24,3.24
10/1/2015,Vendor A,Country 55,Product 9,69259.14,3358.85
10/1/2015,Vendor A,Country 6,Product 4,89626.72,3190.23
10/1/2015,Vendor A,Country 21,Product 4,38766.38,1254.91
10/1/2015,Vendor A,Country 28,Product 4,106641.12,3362.07
10/1/2015,Vendor A,Country 40,Product 4,704432.88,47756.66
10/1/2015,Vendor A,Country 2,Product 9,2624370.65,137172.6
10/1/2015,Vendor A,Country 58,Product 4,4573.26,316.75
10/1/2015,Vendor A,Country 71,Product 4,0.82,0.06
10/1/2015,Vendor A,Country 10,Product 2,450.32,48.56
10/1/2015,Vendor A,Country 6,Product 10,297.35,25.14
10/1/2015,Vendor A,Country 55,Product 3,16.6,0.33
10/1/2015,Vendor A,Country 5,Product 12,19506.34,1635.66
10/1/2015,Vendor A,Country 23,Product 8,53.9,2.19
10/1/2015,Vendor A,Country 68,Product 4,123.16,9.91
10/1/2015,Vendor A,Country 17,Product 1,18.98,0.14
10/1/2015,Vendor A,Country 25,Product 1,28.58,0.15
10/1/2015,Vendor A,Country 64,Product 4,3846.21,122.5
10/1/2015,Vendor A,Country 35,Product 11,2246.73,95.43
10/1/2015,Vendor A,Country 43,Product 2,76.22,6.59
10/1/2015,Vendor A,Country 30,Product 4,371859.69,6417.87
10/1/2015,Vendor A,Country 49,Product 12,15406.36,1310.06
10/1/2015,Vendor A,Country 23,Product 11,46.96,1.97
10/1/2015,Vendor A,Country 53,Product 3,13.77,0.34
10/1/2015,Vendor A,Country 10,Product 10,140.23,11.86
10/1/2015,Vendor A,Country 57,Product 8,13.28,0.26
10/1/2015,Vendor A,Country 25,Product 8,112.65,1.2
10/1/2015,Vendor F,Country 20,Product 4, $-   ,0.05
10/1/2015,Vendor F,Country 18,Product 4, $-   ,2.33
10/1/2015,Vendor F,Country 15,Product 4, $-   ,0.02
10/1/2015,Vendor F,Country 40,Product 4, $-   ,0.07
10/1/2015,Vendor F,Country 2,Product 4,8880110.83,271360.75
10/1/2015,Vendor F,Country 20,Product 9, $-   ,0.06
10/1/2015,Vendor F,Country 52,Product 9, $-   ,0.08
10/1/2015,Vendor F,Country 13,Product 9, $-   ,0.12
10/1/2015,Vendor F,Country 39,Product 9, $-   ,0.06
10/1/2015,Vendor B,Country 27,Product 6,10228.33,286.39
10/1/2015,Vendor D,Country 2,Product 16, $-   ,63107.05
10/1/2015,Vendor F,Country 63,Product 4, $-   ,2.8
10/1/2015,Vendor B,Country 2,Product 6,36951434.25,987213.14
10/1/2015,Vendor B,Country 48,Product 6,10054.57,281.53
10/1/2015,Vendor B,Country 36,Product 6,-2.43, $-   
10/1/2015,Vendor B,Country 23,Product 6,14588.85,420.19
10/1/2015,Vendor C,Country 33,Product 7,3218.63,59.87
10/1/2015,Vendor C,Country 18,Product 7,156342.21,2907.35
10/1/2015,Vendor A,Country 10,Product 9,499305.36,27661.99
10/1/2015,Vendor A,Country 15,Product 4,17415.73,1358.29
10/1/2015,Vendor A,Country 59,Product 9,3799.85,234.82
10/1/2015,Vendor A,Country 11,Product 11,26.68,1.13
10/1/2015,Vendor A,Country 20,Product 9,167551.75,13389.6
10/1/2015,Vendor A,Country 33,Product 10,640.4,54.48
10/1/2015,Vendor A,Country 22,Product 4,6604.12,383.17
10/1/2015,Vendor A,Country 10,Product 4,285233.43,17531.35
10/1/2015,Vendor A,Country 53,Product 20,1.88,0.27
10/1/2015,Vendor A,Country 33,Product 3,12.17,0.25
10/1/2015,Vendor A,Country 33,Product 4,18917.33,844.89
10/1/2015,Vendor A,Country 60,Product 4,301.97,9.63
