Date,Vendor Name,Country,Product,Gross Bookings,Fees
2/1/2015,Vendor A,Country 29,Product 3,6.18,0.51
2/1/2015,Vendor A,Country 49,Product 2,61.78,2.52
2/1/2015,Vendor A,Country 7,Product 8,378.45,7.16
2/1/2015,Vendor F,Country 2,Product 4,10250797.62,304607.43
2/1/2015,Vendor D,Country 2,Product 2,317284.18,16256.81
2/1/2015,Vendor D,Country 2,Product 9,6962153.23,284618.4
2/1/2015,Vendor B,Country 6,Product 6,19823.18,555.05
2/1/2015,Vendor B,Country 50,Product 6,49919.01,1447.65
2/1/2015,Vendor B,Country 37,Product 6,4097.68,118.83
2/1/2015,Vendor B,Country 48,Product 6,379.2,10.62
2/1/2015,Vendor B,Country 36,Product 6,624.11,0.18
2/1/2015,Vendor B,Country 51,Product 6,49.9,1.29
2/1/2015,Vendor C,Country 44,Product 7,13,0.25
2/1/2015,Vendor C,Country 41,Product 7,1.15,0.02
2/1/2015,Vendor A,Country 4,Product 9,6209.95,231.39
2/1/2015,Vendor A,Country 33,Product 4,16385.22,779.34
2/1/2015,Vendor A,Country 53,Product 9,188609.8,14531.87
2/1/2015,Vendor A,Country 53,Product 4,106511.58,7929.11
2/1/2015,Vendor A,Country 23,Product 9,148166.14,11043.38
2/1/2015,Vendor A,Country 15,Product 9,10204.35,814.62
2/1/2015,Vendor A,Country 16,Product 4,15189.88,1022.92
2/1/2015,Vendor A,Country 22,Product 12,332.25,28.42
2/1/2015,Vendor A,Country 1,Product 9,83281.2,2320.21
2/1/2015,Vendor A,Country 32,Product 9,3748.66,72.34
2/1/2015,Vendor A,Country 31,Product 3,165,4.32
2/1/2015,Vendor A,Country 42,Product 9,19233.79,316.53
2/1/2015,Vendor A,Country 21,Product 9,8557.68,527.63
2/1/2015,Vendor A,Country 32,Product 4,3420.57,68.79
2/1/2015,Vendor A,Country 35,Product 10,535.97,45.66
2/1/2015,Vendor A,Country 35,Product 4,1068698.45,28901.98
2/1/2015,Vendor A,Country 1,Product 4,66564.65,1771.57
2/1/2015,Vendor A,Country 5,Product 9,17947.91,431.45
2/1/2015,Vendor A,Country 7,Product 1,9148.11,163.79
2/1/2015,Vendor A,Country 49,Product 9,26680.66,1128.64
2/1/2015,Vendor A,Country 2,Product 10,115.63,4.74
2/1/2015,Vendor A,Country 2,Product 3,50.42,2.37
2/1/2015,Vendor A,Country 45,Product 2,22.61,1.81
2/1/2015,Vendor A,Country 20,Product 4,19089.8,1631.01
2/1/2015,Vendor A,Country 12,Product 3,3.51,0.11
2/1/2015,Vendor A,Country 1,Product 2,318.59,32.57
2/1/2015,Vendor A,Country 32,Product 12,528.39,44.02
2/1/2015,Vendor A,Country 43,Product 2,28.92,2.43
2/1/2015,Vendor A,Country 34,Product 2,126.24,10.61
2/1/2015,Vendor A,Country 1,Product 10,180.32,15.16
2/1/2015,Vendor A,Country 48,Product 12,1947.47,162.38
2/1/2015,Vendor A,Country 11,Product 10,488.72,41.44
2/1/2015,Vendor A,Country 47,Product 8,5,0.11
2/1/2015,Vendor A,Country 17,Product 3,6.89,0.22
2/1/2015,Vendor A,Country 48,Product 4,4597.01,89.79
2/1/2015,Vendor A,Country 42,Product 3,36.85,0.81
2/1/2015,Vendor A,Country 30,Product 3,6.47,0.15
2/1/2015,Vendor F,Country 2,Product 9,33469679.76,913065.06
2/1/2015,Vendor C,Country 2,Product 7,4653606.58,89468.14
2/1/2015,Vendor C,Country 1,Product 7,17847.05,330.67
2/1/2015,Vendor C,Country 26,Product 7,23.08,0.44
2/1/2015,Vendor A,Country 45,Product 12,4300.32,345.67
2/1/2015,Vendor A,Country 39,Product 9,54181.78,4002.35
2/1/2015,Vendor A,Country 18,Product 9,515678.85,35046.08
2/1/2015,Vendor A,Country 19,Product 12,5178.53,438.73
2/1/2015,Vendor A,Country 10,Product 3,40.93,0.96
2/1/2015,Vendor A,Country 8,Product 9,996083.87,64431.52
2/1/2015,Vendor A,Country 27,Product 9,54742.78,1219.35
2/1/2015,Vendor A,Country 48,Product 9,14895.31,145.16
2/1/2015,Vendor A,Country 28,Product 4,22444.65,745.33
2/1/2015,Vendor A,Country 43,Product 4,11242.47,313.96
2/1/2015,Vendor A,Country 37,Product 10,28.23,2.37
2/1/2015,Vendor A,Country 40,Product 2,343.58,34.27
2/1/2015,Vendor A,Country 25,Product 12,54349.93,4555.11
2/1/2015,Vendor A,Country 7,Product 2,1077.45,132.94
2/1/2015,Vendor A,Country 8,Product 2,405.12,123.36
2/1/2015,Vendor A,Country 28,Product 8,13.5,0.36
2/1/2015,Vendor A,Country 3,Product 9,220525.6,15274.2
2/1/2015,Vendor A,Country 3,Product 11,84233.52,5327.12
2/1/2015,Vendor A,Country 11,Product 4,30518.31,2004.75
2/1/2015,Vendor A,Country 10,Product 4,110061.23,6660.24
2/1/2015,Vendor A,Country 47,Product 4,11263.73,849.55
2/1/2015,Vendor A,Country 43,Product 10,804.93,68.84
2/1/2015,Vendor A,Country 21,Product 12,1729.48,144.41
2/1/2015,Vendor A,Country 44,Product 12,707.76,59.46
2/1/2015,Vendor A,Country 53,Product 8,7.71,0.1
2/1/2015,Vendor A,Country 5,Product 4,5499.1,180.74
2/1/2015,Vendor A,Country 41,Product 8,16.97,0.42
2/1/2015,Vendor A,Country 6,Product 8,22.43,0.35
2/1/2015,Vendor A,Country 3,Product 2,764.91,75.79
2/1/2015,Vendor A,Country 7,Product 5,85.34,2.1
2/1/2015,Vendor F,Country 2,Product 14,3233.18,115.6
2/1/2015,Vendor F,Country 2,Product 6, $-   ,191.28
2/1/2015,Vendor B,Country 27,Product 6,7394.34,207.04
2/1/2015,Vendor B,Country 40,Product 6,123440.94,3579.78
2/1/2015,Vendor B,Country 4,Product 6,357.66,5.11
2/1/2015,Vendor B,Country 31,Product 6,25396.12,703.4
2/1/2015,Vendor C,Country 6,Product 7,30299.05,562.77
2/1/2015,Vendor A,Country 33,Product 9,23547.96,638.78
2/1/2015,Vendor A,Country 10,Product 10,40.06,3.37
2/1/2015,Vendor A,Country 17,Product 9,6367.69,248.75
2/1/2015,Vendor A,Country 10,Product 9,193853.45,11602.45
2/1/2015,Vendor A,Country 36,Product 9,9417.5,916.72
2/1/2015,Vendor A,Country 24,Product 9,1337.93,115.07
2/1/2015,Vendor A,Country 12,Product 9,57609.46,5924.65
2/1/2015,Vendor A,Country 18,Product 12,439934.18,37403.63
2/1/2015,Vendor A,Country 35,Product 8,531.36,5.21
2/1/2015,Vendor A,Country 7,Product 9,2904076.66,66004.91
2/1/2015,Vendor A,Country 1,Product 1,62.38,0.7
2/1/2015,Vendor A,Country 6,Product 10,109.36,9.21
2/1/2015,Vendor A,Country 34,Product 9,77458.16,1303.94
2/1/2015,Vendor A,Country 5,Product 8,-9.36,8.94
2/1/2015,Vendor A,Country 6,Product 2,123.67,10.49
2/1/2015,Vendor A,Country 31,Product 10,3293.59,292.43
2/1/2015,Vendor A,Country 7,Product 3,145.16,3.27
2/1/2015,Vendor A,Country 2,Product 9,2058157.41,107354.64
2/1/2015,Vendor A,Country 3,Product 3,96.85,2.86
2/1/2015,Vendor A,Country 38,Product 9,-6.07,0.35
2/1/2015,Vendor A,Country 4,Product 1,224.05,6.36
2/1/2015,Vendor A,Country 23,Product 2,23.69,2
2/1/2015,Vendor A,Country 22,Product 4,700.68,42.82
2/1/2015,Vendor A,Country 47,Product 2,6.89,0.58
2/1/2015,Vendor A,Country 4,Product 4,2381.56,110.93
2/1/2015,Vendor A,Country 16,Product 9,23575.9,1585.57
2/1/2015,Vendor A,Country 36,Product 4,6012.52,731.55
2/1/2015,Vendor A,Country 51,Product 12,196.21,16.37
2/1/2015,Vendor A,Country 23,Product 4,99021.07,5105.07
2/1/2015,Vendor A,Country 34,Product 10,11.88,1
2/1/2015,Vendor A,Country 8,Product 4,281008.72,19003.76
2/1/2015,Vendor A,Country 30,Product 9,130090.37,2053.68
2/1/2015,Vendor A,Country 41,Product 10,25.36,2.13
2/1/2015,Vendor A,Country 40,Product 9,407635.79,25782.63
2/1/2015,Vendor A,Country 28,Product 12,861.55,71.66
2/1/2015,Vendor A,Country 30,Product 4,158590.67,3073.55
2/1/2015,Vendor A,Country 29,Product 2,-21.08,64.02
2/1/2015,Vendor A,Country 32,Product 10,103.76,8.81
2/1/2015,Vendor A,Country 40,Product 3,98.69,2.16
2/1/2015,Vendor A,Country 19,Product 3,16.25,0.52
2/1/2015,Vendor A,Country 47,Product 3,0.34,0.02
2/1/2015,Vendor A,Country 40,Product 4,236299.59,14962.23
2/1/2015,Vendor A,Country 25,Product 2,225.71,105.18
2/1/2015,Vendor A,Country 2,Product 8,13.45,0.5
2/1/2015,Vendor A,Country 47,Product 10,29.71,2.54
2/1/2015,Vendor A,Country 8,Product 10,20.86,1.75
2/1/2015,Vendor D,Country 2,Product 4,2116892.08,91879.27
2/1/2015,Vendor B,Country 1,Product 6,46847.88,1311.73
2/1/2015,Vendor B,Country 30,Product 6,67729.95,1896.44
2/1/2015,Vendor B,Country 35,Product 6,1462401.38,40947.23
2/1/2015,Vendor B,Country 11,Product 6,3421.12,95.77
2/1/2015,Vendor C,Country 43,Product 7,4906.98,91.11
2/1/2015,Vendor A,Country 51,Product 9,4042.12,260.54
2/1/2015,Vendor A,Country 14,Product 4,22630.73,1495.57
2/1/2015,Vendor A,Country 15,Product 4,2375.09,174.31
2/1/2015,Vendor A,Country 13,Product 4,67189.34,4068.72
2/1/2015,Vendor A,Country 17,Product 12,839.94,69.83
2/1/2015,Vendor A,Country 33,Product 8,31.99,0.55
2/1/2015,Vendor A,Country 5,Product 12,4838.4,404.79
2/1/2015,Vendor A,Country 37,Product 2,38.81,3.26
2/1/2015,Vendor A,Country 28,Product 9,22329.46,632.74
2/1/2015,Vendor A,Country 29,Product 9,61191.26,3938.6
2/1/2015,Vendor A,Country 9,Product 9,293.83,18.52
2/1/2015,Vendor A,Country 35,Product 9,7104002.32,103776.51
2/1/2015,Vendor A,Country 43,Product 3,8.51,0.17
2/1/2015,Vendor A,Country 8,Product 12,180835.83,15256.41
2/1/2015,Vendor A,Country 26,Product 9,13213.69,333.16
2/1/2015,Vendor A,Country 34,Product 4,70371.95,2607.23
2/1/2015,Vendor A,Country 35,Product 2,1537.23,196.36
2/1/2015,Vendor A,Country 5,Product 3,37.28,0.76
2/1/2015,Vendor A,Country 37,Product 4,21445.81,1230.28
2/1/2015,Vendor A,Country 6,Product 3,40.37,0.91
2/1/2015,Vendor A,Country 45,Product 4,17102.43,971.09
2/1/2015,Vendor A,Country 50,Product 2,90.04,7.57
2/1/2015,Vendor A,Country 25,Product 8,1.7,0.04
2/1/2015,Vendor A,Country 26,Product 12,1587.07,133.5
2/1/2015,Vendor A,Country 41,Product 12,331.06,28.32
2/1/2015,Vendor A,Country 27,Product 8,16.73,0.31
2/1/2015,Vendor A,Country 50,Product 3,54.27,1.12
2/1/2015,Vendor A,Country 23,Product 10,12.63,1.06
2/1/2015,Vendor A,Country 5,Product 10,28.07,2.36
2/1/2015,Vendor A,Country 6,Product 4,43823.61,1507.68
2/1/2015,Vendor A,Country 3,Product 12,32869.92,2746.08
2/1/2015,Vendor A,Country 3,Product 10,80.37,6.78
2/1/2015,Vendor A,Country 48,Product 10,26.08,2.19
2/1/2015,Vendor B,Country 23,Product 6,3818.65,109.11
2/1/2015,Vendor B,Country 39,Product 6,7320.09,210.12
2/1/2015,Vendor C,Country 49,Product 7,2.99,0.06
3/1/2015,Vendor B,Country 9,Product 6,184.32,5.16
3/1/2015,Vendor B,Country 34,Product 6,47676.74,1334.95
3/1/2015,Vendor B,Country 35,Product 6,1926225.45,53934.3
3/1/2015,Vendor B,Country 11,Product 6,4381.13,122.65
3/1/2015,Vendor B,Country 23,Product 6,6915.96,196.82
3/1/2015,Vendor C,Country 43,Product 7,6206.53,115.3
3/1/2015,Vendor C,Country 27,Product 7,15769.21,292.18
3/1/2015,Vendor C,Country 5,Product 7,3177.82,59.08
3/1/2015,Vendor A,Country 52,Product 9,74067.31,6490.8
3/1/2015,Vendor A,Country 18,Product 9,650093.89,44144.48
3/1/2015,Vendor A,Country 33,Product 4,16236.9,759.32
3/1/2015,Vendor A,Country 10,Product 2,133.37,11.37
3/1/2015,Vendor A,Country 27,Product 4,47380.8,1465.8
3/1/2015,Vendor A,Country 48,Product 10,69.28,5.83
3/1/2015,Vendor A,Country 30,Product 10,1039.13,87.92
3/1/2015,Vendor A,Country 7,Product 1,10210.74,308.44
3/1/2015,Vendor A,Country 30,Product 2,71.12,5.98
3/1/2015,Vendor A,Country 44,Product 4,11435.33,726.18
3/1/2015,Vendor A,Country 22,Product 4,1155.87,70.57
3/1/2015,Vendor A,Country 51,Product 12,97.22,8.11
3/1/2015,Vendor A,Country 37,Product 3,12.27,0.26
3/1/2015,Vendor A,Country 7,Product 15,48.55,0.72
3/1/2015,Vendor A,Country 29,Product 2,109.14,9.19
3/1/2015,Vendor A,Country 29,Product 12,40477.24,3505.07
3/1/2015,Vendor A,Country 51,Product 3,9.74,0.21
3/1/2015,Vendor A,Country 40,Product 2,453.03,38.37
3/1/2015,Vendor A,Country 12,Product 12,1125.03,93.46
3/1/2015,Vendor F,Country 2,Product 2,895974,28637.89
3/1/2015,Vendor D,Country 2,Product 4,3004252.94,111804.1
3/1/2015,Vendor D,Country 2,Product 16, $-   ,7655.64
3/1/2015,Vendor B,Country 55,Product 6,45996.03,1333.85
3/1/2015,Vendor B,Country 30,Product 6,78320.97,2192.99
3/1/2015,Vendor B,Country 33,Product 6,5761.77,158.45
3/1/2015,Vendor G,Country 19,Product 17,489267.8,6144.28
3/1/2015,Vendor C,Country 56,Product 7,127.31,2.37
3/1/2015,Vendor A,Country 8,Product 9,1186791.07,75776.87
3/1/2015,Vendor A,Country 5,Product 4,8353.89,398.8
3/1/2015,Vendor A,Country 40,Product 9,496323.91,31061.7
3/1/2015,Vendor A,Country 27,Product 3,71.84,1.8
3/1/2015,Vendor A,Country 43,Product 10,1243.31,105.44
3/1/2015,Vendor A,Country 28,Product 10,171.15,14.54
3/1/2015,Vendor A,Country 35,Product 10,1043.69,88.65
3/1/2015,Vendor A,Country 25,Product 3,6381.37,135.65
3/1/2015,Vendor A,Country 26,Product 4,6807.14,313.06
3/1/2015,Vendor A,Country 25,Product 12,15734.9,1429
3/1/2015,Vendor A,Country 38,Product 12,0.73,0.06
3/1/2015,Vendor A,Country 49,Product 8,15.04,0.55
3/1/2015,Vendor A,Country 45,Product 9,13556.39,764.59
3/1/2015,Vendor A,Country 36,Product 9,15344.56,1555.17
3/1/2015,Vendor A,Country 17,Product 12,1175.09,98.4
3/1/2015,Vendor A,Country 52,Product 3,54,1.64
3/1/2015,Vendor A,Country 53,Product 9,230353.72,17957.73
3/1/2015,Vendor A,Country 10,Product 10,76.89,6.62
3/1/2015,Vendor A,Country 8,Product 4,339395.08,21295.15
3/1/2015,Vendor A,Country 35,Product 8,595.2,6.79
3/1/2015,Vendor A,Country 41,Product 12,766.29,63.84
3/1/2015,Vendor A,Country 4,Product 8,12.12,0.38
3/1/2015,Vendor A,Country 16,Product 4,8431.81,482.45
3/1/2015,Vendor A,Country 53,Product 3,7.38,0.19
3/1/2015,Vendor A,Country 18,Product 4,551289.26,36582.55
3/1/2015,Vendor A,Country 8,Product 12,213142.21,18099.66
3/1/2015,Vendor A,Country 49,Product 2,54.68,2.57
3/1/2015,Vendor A,Country 19,Product 10,25.02,2.12
3/1/2015,Vendor A,Country 30,Product 8,13.33,0.13
3/1/2015,Vendor A,Country 15,Product 12,1863.62,155.54
3/1/2015,Vendor A,Country 2,Product 10,165.82,6.8
3/1/2015,Vendor A,Country 48,Product 12,880.11,74.62
3/1/2015,Vendor F,Country 2,Product 6, $-   ,170.9
3/1/2015,Vendor B,Country 42,Product 6,2624.91,73.5
3/1/2015,Vendor B,Country 32,Product 6,902.88,25.28
3/1/2015,Vendor B,Country 6,Product 6,26263.75,735.39
3/1/2015,Vendor B,Country 25,Product 6,56479.67,1581.43
3/1/2015,Vendor A,Country 23,Product 10,36.73,3.08
3/1/2015,Vendor A,Country 5,Product 12,7601.45,644.01
3/1/2015,Vendor F,Country 2,Product 14,3327.44,122.24
3/1/2015,Vendor D,Country 2,Product 2,655099.89,28178.02
3/1/2015,Vendor B,Country 37,Product 6,6035.66,175.03
3/1/2015,Vendor B,Country 48,Product 6,3560.45,99.69
3/1/2015,Vendor B,Country 51,Product 6,348.33,9.83
3/1/2015,Vendor B,Country 52,Product 6,6905.62,199.12
3/1/2015,Vendor B,Country 12,Product 6,1238.83,35.81
3/1/2015,Vendor C,Country 2,Product 7,5711718.42,110407.59
3/1/2015,Vendor C,Country 32,Product 7,17.16,0.32
3/1/2015,Vendor C,Country 6,Product 7,42018.66,781.36
3/1/2015,Vendor A,Country 19,Product 9,20341.15,1772.37
3/1/2015,Vendor A,Country 20,Product 9,50364.75,4298.99
3/1/2015,Vendor A,Country 1,Product 4,86813.93,2310.75
3/1/2015,Vendor A,Country 32,Product 4,5349.3,105.07
3/1/2015,Vendor A,Country 30,Product 4,184195.81,3424.73
3/1/2015,Vendor A,Country 43,Product 2,19.88,1.89
3/1/2015,Vendor A,Country 26,Product 9,18216.3,459.21
3/1/2015,Vendor A,Country 30,Product 9,148310.34,2307.76
3/1/2015,Vendor A,Country 25,Product 1,3.98,0.04
3/1/2015,Vendor A,Country 40,Product 3,20.91,0.46
3/1/2015,Vendor A,Country 6,Product 2,192.02,16.25
3/1/2015,Vendor A,Country 37,Product 9,137531.66,8058.22
3/1/2015,Vendor A,Country 28,Product 2,3.69,0.31
3/1/2015,Vendor A,Country 21,Product 12,3378.57,281.62
3/1/2015,Vendor A,Country 1,Product 9,106992.36,3087.74
3/1/2015,Vendor A,Country 2,Product 4,723646.22,41806.15
3/1/2015,Vendor A,Country 4,Product 9,6242.83,311.51
3/1/2015,Vendor A,Country 45,Product 4,19517.44,1221.41
3/1/2015,Vendor A,Country 57,Product 4,1197.66,52.22
3/1/2015,Vendor A,Country 29,Product 3,6.61,0.42
3/1/2015,Vendor A,Country 41,Product 4,1658.87,53.81
3/1/2015,Vendor A,Country 42,Product 4,10099.13,237.52
3/1/2015,Vendor A,Country 32,Product 2,8.81,0.74
3/1/2015,Vendor A,Country 7,Product 10,487.78,41.04
3/1/2015,Vendor A,Country 2,Product 3,44.51,2.13
3/1/2015,Vendor A,Country 47,Product 12,1611.78,135.2
3/1/2015,Vendor A,Country 11,Product 4,38851.68,2448.14
3/1/2015,Vendor A,Country 17,Product 8,2.27,0.08
3/1/2015,Vendor A,Country 8,Product 3,3.56,0.08
3/1/2015,Vendor A,Country 5,Product 2,125.2,10.53
3/1/2015,Vendor A,Country 33,Product 10,551.61,46.4
3/1/2015,Vendor A,Country 13,Product 8,11.43,0.21
3/1/2015,Vendor B,Country 26,Product 6,3351.64,93.85
3/1/2015,Vendor B,Country 31,Product 6,35849.25,956.82
3/1/2015,Vendor B,Country 16,Product 6,1815.68,52.01
3/1/2015,Vendor B,Country 45,Product 6,4669.01,125.47
3/1/2015,Vendor E,Country 3,Product 13,1363896.4,27265.67
3/1/2015,Vendor C,Country 44,Product 7,19.75,0.38
3/1/2015,Vendor A,Country 31,Product 4,205203.31,12792.15
3/1/2015,Vendor A,Country 34,Product 4,91276.14,3351.45
3/1/2015,Vendor A,Country 43,Product 9,24943.99,551.41
3/1/2015,Vendor A,Country 50,Product 9,83075.84,5212.12
3/1/2015,Vendor A,Country 6,Product 9,66879.72,1819.36
3/1/2015,Vendor A,Country 28,Product 4,29224,982.99
3/1/2015,Vendor A,Country 8,Product 2,910.44,159.62
3/1/2015,Vendor A,Country 34,Product 1,2.11,0.03
3/1/2015,Vendor A,Country 28,Product 9,28396.14,779.7
3/1/2015,Vendor A,Country 50,Product 2,434.86,47.82
3/1/2015,Vendor A,Country 14,Product 12,7000.56,583.61
3/1/2015,Vendor A,Country 49,Product 3,13.14,0.48
3/1/2015,Vendor A,Country 2,Product 9,2376492.02,121079.72
3/1/2015,Vendor A,Country 49,Product 12,3650.61,306.2
3/1/2015,Vendor A,Country 1,Product 10,115.56,10.18
3/1/2015,Vendor A,Country 21,Product 4,11591.85,400.03
3/1/2015,Vendor A,Country 26,Product 1,16.58,0.24
3/1/2015,Vendor A,Country 35,Product 9,8188371.19,122181.49
3/1/2015,Vendor A,Country 4,Product 1,254.47,7.71
3/1/2015,Vendor A,Country 22,Product 9,5585.33,371.23
3/1/2015,Vendor A,Country 12,Product 4,15025.06,1661.37
3/1/2015,Vendor A,Country 17,Product 9,8586.44,305.72
3/1/2015,Vendor A,Country 16,Product 9,14041.13,891.03
3/1/2015,Vendor A,Country 33,Product 9,23826.47,983.85
3/1/2015,Vendor A,Country 46,Product 4,746.96,46.1
3/1/2015,Vendor A,Country 47,Product 8,2.22,0.06
3/1/2015,Vendor A,Country 11,Product 10,486.54,41.63
3/1/2015,Vendor A,Country 10,Product 3,33.25,0.73
3/1/2015,Vendor A,Country 37,Product 10,3.3,0.34
3/1/2015,Vendor A,Country 27,Product 1,12.21,0.14
3/1/2015,Vendor A,Country 27,Product 8,19.59,0.38
3/1/2015,Vendor A,Country 8,Product 10,25.7,2.16
3/1/2015,Vendor A,Country 45,Product 12,1258.17,105.56
3/1/2015,Vendor A,Country 45,Product 2,24.69,2.1
3/1/2015,Vendor A,Country 23,Product 2,150.76,41.97
3/1/2015,Vendor A,Country 6,Product 8,34.91,0.41
3/1/2015,Vendor A,Country 50,Product 4,51376,3021.12
3/1/2015,Vendor A,Country 7,Product 8,411.68,6.9
3/1/2015,Vendor A,Country 38,Product 9,9.52,1.69
3/1/2015,Vendor A,Country 47,Product 2,35.65,2.99
3/1/2015,Vendor A,Country 34,Product 3,13.96,0.3
3/1/2015,Vendor A,Country 6,Product 10,135.48,11.52
3/1/2015,Vendor F,Country 2,Product 10,3198.4,108.9
3/1/2015,Vendor D,Country 2,Product 14,775.12, $-   
3/1/2015,Vendor D,Country 2,Product 9,9875679.48,348985.36
3/1/2015,Vendor B,Country 13,Product 6,18418.73,515.91
3/1/2015,Vendor B,Country 10,Product 6,40842.12,1143.41
3/1/2015,Vendor B,Country 2,Product 6,26213155.06,657128.74
3/1/2015,Vendor C,Country 26,Product 7,28.55,0.53
3/1/2015,Vendor A,Country 10,Product 9,247197.42,14428.55
3/1/2015,Vendor A,Country 46,Product 9,1632.59,101.14
3/1/2015,Vendor A,Country 48,Product 9,23694.35,243.81
3/1/2015,Vendor A,Country 43,Product 3,1.42,0.13
3/1/2015,Vendor A,Country 7,Product 5,186.66,13.1
3/1/2015,Vendor A,Country 9,Product 4,700.19,19.24
3/1/2015,Vendor A,Country 48,Product 2,9.53,0.8
3/1/2015,Vendor A,Country 32,Product 10,187.9,16.26
3/1/2015,Vendor A,Country 49,Product 9,37996.39,1879.92
3/1/2015,Vendor A,Country 49,Product 4,12473.52,685.92
3/1/2015,Vendor A,Country 58,Product 9,3.75,0.28
3/1/2015,Vendor A,Country 4,Product 4,2156.44,96.06
3/1/2015,Vendor A,Country 19,Product 4,8074.65,846.18
3/1/2015,Vendor A,Country 12,Product 9,62648.82,6429.41
3/1/2015,Vendor A,Country 18,Product 8,18.86,0.25
3/1/2015,Vendor A,Country 13,Product 4,90457.31,5364.42
3/1/2015,Vendor A,Country 14,Product 4,39764.97,2548.37
3/1/2015,Vendor A,Country 52,Product 4,106891.08,9001.16
3/1/2015,Vendor A,Country 21,Product 9,13043.07,683.32
3/1/2015,Vendor A,Country 1,Product 8,190.24,2.68
3/1/2015,Vendor A,Country 29,Product 10,1407.52,121.26
3/1/2015,Vendor A,Country 17,Product 4,18956.74,560.6
3/1/2015,Vendor A,Country 11,Product 3,93.49,2.16
3/1/2015,Vendor A,Country 23,Product 4,170504.21,8740.4
3/1/2015,Vendor A,Country 34,Product 2,162,13.63
3/1/2015,Vendor A,Country 42,Product 12,618.69,53.2
3/1/2015,Vendor A,Country 3,Product 12,6813.61,615.65
3/1/2015,Vendor A,Country 18,Product 3,52.06,1.31
3/1/2015,Vendor A,Country 21,Product 8,7.42,0.17
3/1/2015,Vendor A,Country 46,Product 12,599.62,51.73
3/1/2015,Vendor A,Country 36,Product 4,10551.73,1360.19
3/1/2015,Vendor A,Country 29,Product 9,92142.61,6289.92
3/1/2015,Vendor A,Country 25,Product 8,50.46,0.54
3/1/2015,Vendor A,Country 27,Product 9,73018.63,1646.93
3/1/2015,Vendor A,Country 42,Product 10,41.07,3.45
3/1/2015,Vendor A,Country 37,Product 4,26658.88,1458.21
3/1/2015,Vendor A,Country 31,Product 9,471842.57,31449.69
3/1/2015,Vendor A,Country 50,Product 10,46.9,4.22
3/1/2015,Vendor A,Country 44,Product 12,899.91,75.56
3/1/2015,Vendor A,Country 3,Product 11,227485.02,14381.19
3/1/2015,Vendor A,Country 3,Product 3,101.8,2.56
3/1/2015,Vendor A,Country 2,Product 14,211.25,13.33
3/1/2015,Vendor A,Country 2,Product 8,32.17,1.16
3/1/2015,Vendor A,Country 45,Product 3,25.82,0.59
3/1/2015,Vendor A,Country 15,Product 9,13615.19,1248.75
3/1/2015,Vendor A,Country 33,Product 2,107.01,9
3/1/2015,Vendor A,Country 47,Product 9,45956.79,3602.47
3/1/2015,Vendor A,Country 19,Product 3,34.92,1.27
3/1/2015,Vendor A,Country 51,Product 4,14038.5,739.95
3/1/2015,Vendor A,Country 33,Product 3,2.91,0.07
3/1/2015,Vendor A,Country 20,Product 4,23973.37,2013.55
3/1/2015,Vendor A,Country 26,Product 12,829.02,74.59
3/1/2015,Vendor A,Country 7,Product 3,208.98,4.39
3/1/2015,Vendor A,Country 34,Product 10,168.32,14.51
3/1/2015,Vendor A,Country 24,Product 12,49.39,4.1
3/1/2015,Vendor A,Country 2,Product 2,52661.54,2373.15
3/1/2015,Vendor A,Country 15,Product 4,2893.93,224.03
3/1/2015,Vendor A,Country 18,Product 12,551602.42,46347.03
3/1/2015,Vendor A,Country 53,Product 4,133600.11,9959.16
3/1/2015,Vendor A,Country 35,Product 1,127.46,0.96
3/1/2015,Vendor A,Country 1,Product 2,454.92,39.32
3/1/2015,Vendor A,Country 27,Product 2,116.13,10.08
3/1/2015,Vendor A,Country 50,Product 3,18.4,0.39
