Date,Vendor Name,Country,Product, Gross Bookings , Fees ,Fees/ Gross Bookings,,,Total Cell Range:,7911
2/1/2016,Vendor F,Country 66,Product 9,15068.34,533.32,0.035393414,,,,
2/1/2016,Vendor F,Country 58,Product 9,4772.02,146.17,0.030630634,,,,
2/1/2016,Vendor F,Country 44,Product 9,5189.34,145.8,0.028096058,,,,
2/1/2016,Vendor F,Country 23,Product 9,69683.2,2492.89,0.03577462,,,,
2/1/2016,Vendor D,Country 2,Product 2,2761368.32,129031.24,0.046727283,,,,
2/1/2016,Vendor D,Country 2,Product 4,24411565.1,1058001.1,0.043340158,,,,
2/1/2016,Vendor A,Country 7,Product 14,584.87,28.24,0.048284234,,,,
2/1/2016,Vendor A,Country 19,Product 10,24.82,2.1,0.084609186,,,,
2/1/2016,Vendor A,Country 27,Product 1,23.89,0.17,0.007115948,,,,
2/1/2016,Vendor A,Country 50,Product 10,289.1,24.52,0.084814943,,,,
2/1/2016,Vendor H,Country 19,Product 18,510794.34,10434.85,0.020428672,,,,
2/1/2016,Vendor C,Country 18,Product 7,332587.63,6186.83,0.018602105,,,,
2/1/2016,Vendor C,Country 40,Product 7,68341.61,1271.19,0.018600528,,,,
2/1/2016,Vendor B,Country 27,Product 6,11407.7,319.41,0.027999509,,,,
2/1/2016,Vendor B,Country 61,Product 6,822.46,23.03,0.028001362,,,,
2/1/2016,Vendor B,Country 7,Product 6,1018376.82,28514.55,0.027999999,,,,
2/1/2016,Vendor B,Country 55,Product 6,68800.83,1995.19,0.028999505,,,,
2/1/2016,Vendor B,Country 51,Product 6,2721.16,76.12,0.027973364,,,,
2/1/2016,Vendor B,Country 10,Product 6,86968.7,2434.74,0.027995589,,,,
2/1/2016,Vendor F,Country 18,Product 9,98450.56,3377.5,0.03430656,,,,
2/1/2016,Vendor F,Country 47,Product 9,17136.89,585.44,0.034162558,,,,
2/1/2016,Vendor F,Country 51,Product 9, $-   ,12.53,#VALUE!,,,,
2/1/2016,Vendor F,Country 3,Product 9, $-   ,1.2,#VALUE!,,,,
2/1/2016,Vendor J,Country 54,Product 14, $-   , $-   ,#VALUE!,,,,
2/1/2016,Vendor J,Country 54,Product 9,3346137.54,39938.27,0.011935633,,,,
2/1/2016,Vendor F,Country 7,Product 4,89071.22,972.38,0.010916882,,,,
2/1/2016,Vendor F,Country 25,Product 4,53018.71,630.29,0.011888067,,,,
2/1/2016,Vendor F,Country 50,Product 4,44457.93,1326.49,0.029836972,,,,
2/1/2016,Vendor F,Country 36,Product 4,63887.35,2917.26,0.045662561,,,,
2/1/2016,Vendor F,Country 10,Product 4,75300.59,2133.26,0.028329924,,,,
2/1/2016,Vendor F,Country 68,Product 4,253.7,12.68,0.049980292,,,,
2/1/2016,Vendor F,Country 20,Product 9,122535.16,4812.27,0.039272565,,,,
2/1/2016,Vendor F,Country 54,Product 9, $-   ,2,#VALUE!,,,,
2/1/2016,Vendor F,Country 34,Product 9,58382.63,498.3,0.008535073,,,,
2/1/2016,Vendor F,Country 32,Product 9,11734.56,85.56,0.007291283,,,,
2/1/2016,Vendor F,Country 73,Product 9,1342.85,17.2,0.012808579,,,,
2/1/2016,Vendor F,Country 44,Product 4,4992.13,165.21,0.03309409,,,,
2/1/2016,Vendor F,Country 52,Product 4,109327.22,4722.32,0.043194366,,,,
2/1/2016,Vendor F,Country 28,Product 4,7358.01,190.28,0.025860253,,,,
2/1/2016,Vendor F,Country 62,Product 4, $-   ,4.68,#VALUE!,,,,
2/1/2016,Vendor F,Country 40,Product 4,81431.83,2519.59,0.030941095,,,,
2/1/2016,Vendor F,Country 78,Product 4, $-   ,0.01,#VALUE!,,,,
2/1/2016,Vendor F,Country 38,Product 4,0.63,4.49,7.126984127,,,,
2/1/2016,Vendor F,Country 4,Product 9, $-   ,0.6,#VALUE!,,,,
2/1/2016,Vendor A,Country 51,Product 9,44151.52,2544.35,0.057627688,,,,
2/1/2016,Vendor A,Country 57,Product 12,1086.34,92.02,0.084706445,,,,
2/1/2016,Vendor A,Country 15,Product 9,222632.69,16887.41,0.075853236,,,,
2/1/2016,Vendor A,Country 17,Product 3,10.34,0.14,0.013539652,,,,
2/1/2016,Vendor A,Country 24,Product 4,165448.35,14386.33,0.086953602,,,,
2/1/2016,Vendor A,Country 60,Product 11,-0.05,13.39,-267.8,,,,
2/1/2016,Vendor A,Country 36,Product 8,190.59,5.88,0.030851566,,,,
2/1/2016,Vendor A,Country 66,Product 2,155.6,13.37,0.08592545,,,,
2/1/2016,Vendor A,Country 27,Product 4,33719.31,802.91,0.023811579,,,,
2/1/2016,Vendor A,Country 41,Product 3,4.98,0.07,0.014056225,,,,
2/1/2016,Vendor A,Country 27,Product 11,8.7,0.37,0.042528736,,,,
2/1/2016,Vendor A,Country 37,Product 9,354464.54,19740.92,0.055692228,,,,
2/1/2016,Vendor A,Country 42,Product 14,7.55,0.36,0.047682119,,,,
2/1/2016,Vendor A,Country 5,Product 9,40554.88,895.95,0.022092286,,,,
2/1/2016,Vendor A,Country 55,Product 10,10403.03,885.08,0.085079059,,,,
2/1/2016,Vendor A,Country 21,Product 2,179.93,15.26,0.08481076,,,,
2/1/2016,Vendor A,Country 27,Product 2,83.71,7.21,0.086130689,,,,
2/1/2016,Vendor A,Country 30,Product 8,3111.8,19.8,0.006362877,,,,
2/1/2016,Vendor A,Country 37,Product 10,130.13,11.03,0.084761392,,,,
2/1/2016,Vendor A,Country 35,Product 10,2669.59,235.86,0.088350646,,,,
2/1/2016,Vendor A,Country 48,Product 3,3.65,0.05,0.01369863,,,,
2/1/2016,Vendor A,Country 6,Product 4,68818.88,2185.07,0.031751025,,,,
2/1/2016,Vendor A,Country 5,Product 4,12078.06,432.03,0.035769817,,,,
2/1/2016,Vendor A,Country 49,Product 11,9.88,0.42,0.042510121,,,,
2/1/2016,Vendor A,Country 2,Product 4,-87.53,23.86,-0.272592254,,,,
2/1/2016,Vendor A,Country 15,Product 3,30.14,0.68,0.02256138,,,,
2/1/2016,Vendor A,Country 17,Product 14,0.7,0.03,0.042857143,,,,
2/1/2016,Vendor A,Country 66,Product 12,2308.42,196.24,0.085010527,,,,
2/1/2016,Vendor A,Country 19,Product 8,174.75,2.16,0.012360515,,,,
2/1/2016,Vendor A,Country 47,Product 8,76.34,1.96,0.025674614,,,,
3/1/2016,Vendor C,Country 27,Product 7,11931.73,221.54,0.018567299,,,,
3/1/2016,Vendor C,Country 7,Product 7,619579.76,11517.18,0.018588696,,,,
3/1/2016,Vendor C,Country 55,Product 7,81.58,1.52,0.018632018,,,,
3/1/2016,Vendor C,Country 40,Product 7,82932.46,1542.34,0.018597543,,,,
3/1/2016,Vendor C,Country 30,Product 7,32373.4,602.12,0.01859922,,,,
3/1/2016,Vendor C,Country 34,Product 7,30395.49,565.16,0.018593548,,,,
3/1/2016,Vendor B,Country 33,Product 6,9352.66,262.04,0.028017698,,,,
3/1/2016,Vendor B,Country 11,Product 6,16894.69,472.89,0.027990451,,,,
3/1/2016,Vendor B,Country 23,Product 6,14028.86,413.15,0.029450005,,,,
3/1/2016,Vendor B,Country 68,Product 6,2313.12,66.65,0.028813896,,,,
3/1/2016,Vendor B,Country 10,Product 6,105705.42,2959.42,0.027996861,,,,
3/1/2016,Vendor F,Country 12,Product 9,17331.39,712.28,0.041097685,,,,
3/1/2016,Vendor F,Country 71,Product 4,221.19,27.42,0.123965821,,,,
3/1/2016,Vendor F,Country 57,Product 9,17769.46,1020394,57.42402977,,,,
3/1/2016,Vendor F,Country 34,Product 9,67540.77,591.06,0.008751159,,,,
3/1/2016,Vendor F,Country 1,Product 9,32064.99,414.91,0.012939658,,,,
3/1/2016,Vendor F,Country 35,Product 9,551238.8,5646.45,0.010243201,,,,
3/1/2016,Vendor F,Country 55,Product 4,13149.37,343.93,0.026155626,,,,
3/1/2016,Vendor F,Country 30,Product 9,112224.61,781.27,0.006961664,,,,
3/1/2016,Vendor F,Country 65,Product 4, $-   ,1.95,#VALUE!,,,,
3/1/2016,Vendor F,Country 20,Product 4,96180.59,4200.74,0.043675548,,,,
3/1/2016,Vendor F,Country 4,Product 9, $-   ,0.02,#VALUE!,,,,
3/1/2016,Vendor F,Country 69,Product 9,6137.9,187.33,0.03052021,,,,
3/1/2016,Vendor F,Country 31,Product 9,133999.89,3746.85,0.02796159,,,,
3/1/2016,Vendor A,Country 3,Product 3,51.67,85.29,1.650667699,,,,
3/1/2016,Vendor A,Country 67,Product 10,862.75,73.64,0.08535497,,,,
3/1/2016,Vendor A,Country 32,Product 10,989.84,84.12,0.084983432,,,,
3/1/2016,Vendor A,Country 73,Product 8,943,12.88,0.013658537,,,,
3/1/2016,Vendor A,Country 21,Product 1,10.1,0.09,0.008910891,,,,
3/1/2016,Vendor A,Country 28,Product 10,378.85,32.19,0.084967665,,,,
3/1/2016,Vendor A,Country 31,Product 10,9441.43,808.31,0.08561309,,,,
3/1/2016,Vendor A,Country 27,Product 10,124.4,10.56,0.08488746,,,,
3/1/2016,Vendor A,Country 31,Product 3,616.44,13.41,0.021753942,,,,
3/1/2016,Vendor A,Country 35,Product 14,385.92,18.43,0.047756012,,,,
3/1/2016,Vendor A,Country 34,Product 11,26.29,1.12,0.04260175,,,,
3/1/2016,Vendor A,Country 31,Product 1,-10.35,10.75,-1.038647343,,,,
3/1/2016,Vendor A,Country 37,Product 14,20.18,0.96,0.047571853,,,,
3/1/2016,Vendor A,Country 42,Product 2,169.17,14.35,0.084825915,,,,
3/1/2016,Vendor A,Country 15,Product 10,4719.66,404.74,0.085756177,,,,
3/1/2016,Vendor A,Country 68,Product 11,5.86,0.25,0.042662116,,,,
3/1/2016,Vendor A,Country 67,Product 12,2975.74,251.99,0.084681457,,,,
3/1/2016,Vendor A,Country 46,Product 12,4409.05,375.99,0.085276874,,,,
3/1/2016,Vendor A,Country 55,Product 14,12691.3,671.57,0.052915777,,,,
3/1/2016,Vendor A,Country 64,Product 10,288.74,24.61,0.085232389,,,,
3/1/2016,Vendor A,Country 36,Product 11,170.79,7.28,0.042625446,,,,
3/1/2016,Vendor A,Country 64,Product 12,454.61,38.17,0.083962077,,,,
3/1/2016,Vendor A,Country 1,Product 3,94.61,0.97,0.010252616,,,,
3/1/2016,Vendor A,Country 65,Product 11,0.47,0.02,0.042553191,,,,
3/1/2016,Vendor A,Country 19,Product 4,28084.47,3446.02,0.122701977,,,,
3/1/2016,Vendor A,Country 33,Product 2,99.65,11.52,0.115604616,,,,
3/1/2016,Vendor A,Country 53,Product 3,24.2,11.15,0.460743802,,,,
3/1/2016,Vendor A,Country 21,Product 12,6571.38,552.05,0.08400823,,,,
3/1/2016,Vendor A,Country 68,Product 10,20.91,1.8,0.086083214,,,,
3/1/2016,Vendor A,Country 57,Product 9,33099.67,2350.77,0.07102095,,,,
3/1/2016,Vendor A,Country 36,Product 4,295996.49,32454.47,0.10964478,,,,
3/1/2016,Vendor A,Country 67,Product 9,8295.81,246.68,0.029735493,,,,
3/1/2016,Vendor A,Country 76,Product 4,141.68,13.66,0.096414455,,,,
3/1/2016,Vendor A,Country 22,Product 4,11500.65,630.48,0.054821249,,,,
3/1/2016,Vendor A,Country 24,Product 8,3893.05,284.78,0.073150871,,,,
3/1/2016,Vendor A,Country 20,Product 9,183201.5,14812.6,0.080854141,,,,
3/1/2016,Vendor A,Country 23,Product 10,141.94,12.03,0.084754121,,,,
3/1/2016,Vendor A,Country 73,Product 9,5797.63,144.99,0.025008495,,,,
3/1/2016,Vendor A,Country 7,Product 11,24416.83,1044.67,0.042784833,,,,
3/1/2016,Vendor A,Country 34,Product 9,297236.08,4590.14,0.015442742,,,,
3/1/2016,Vendor A,Country 61,Product 10,24.51,2.08,0.084863321,,,,
3/1/2016,Vendor A,Country 28,Product 11,16.04,0.68,0.042394015,,,,
3/1/2016,Vendor A,Country 64,Product 9,12943.69,224.26,0.017325817,,,,
3/1/2016,Vendor A,Country 29,Product 4,2100652.68,137711.88,0.065556711,,,,
3/1/2016,Vendor A,Country 73,Product 12,264.11,24.47,0.092650789,,,,
3/1/2016,Vendor A,Country 5,Product 2,438.25,37.27,0.085042784,,,,
3/1/2016,Vendor A,Country 7,Product 1,402.72,2.48,0.006158125,,,,
3/1/2016,Vendor A,Country 61,Product 8,328.15,3.43,0.010452537,,,,
3/1/2016,Vendor A,Country 1,Product 2,759.84,67.49,0.088821331,,,,
3/1/2016,Vendor A,Country 7,Product 14,888.76,42.62,0.047954453,,,,
3/1/2016,Vendor A,Country 21,Product 4,64629.87,1680.94,0.026008717,,,,
3/1/2016,Vendor A,Country 21,Product 10,161.32,13.69,0.084862385,,,,
3/1/2016,Vendor A,Country 44,Product 9,25495.06,1469.78,0.0576496,,,,
3/1/2016,Vendor A,Country 29,Product 2,148.71,12.62,0.084863156,,,,
3/1/2016,Vendor A,Country 69,Product 10,392.72,33.28,0.08474231,,,,
3/1/2016,Vendor A,Country 29,Product 14,28.57,1.41,0.049352468,,,,
3/1/2016,Vendor A,Country 65,Product 10,54.73,4.63,0.084597113,,,,
3/1/2016,Vendor A,Country 15,Product 11,5.87,0.24,0.04088586,,,,
3/1/2016,Vendor A,Country 13,Product 8,300.39,6.61,0.022004727,,,,
3/1/2016,Vendor A,Country 47,Product 2,232.3,19.9,0.085665088,,,,
3/1/2016,Vendor A,Country 52,Product 1,1.78,0.01,0.005617978,,,,
3/1/2016,Vendor A,Country 76,Product 12,4.84,0.51,0.105371901,,,,
3/1/2016,Vendor C,Country 43,Product 7,23041.23,427.84,0.018568453,,,,
3/1/2016,Vendor C,Country 1,Product 7,23210.59,431.81,0.018604008,,,,
3/1/2016,Vendor C,Country 64,Product 7,2.29,0.04,0.017467249,,,,
3/1/2016,Vendor C,Country 56,Product 7,138.21,2.57,0.018594892,,,,
3/1/2016,Vendor B,Country 42,Product 6,14030.85,392.86,0.027999729,,,,
3/1/2016,Vendor B,Country 32,Product 6,6925.96,193.92,0.027999007,,,,
3/1/2016,Vendor B,Country 6,Product 6,53432.78,1496.12,0.02800004,,,,
3/1/2016,Vendor B,Country 48,Product 6,10566.51,295.86,0.027999784,,,,
3/1/2016,Vendor B,Country 40,Product 6,385252.55,11172.33,0.029000016,,,,
3/1/2016,Vendor B,Country 36,Product 6,295040.68,86.67,0.000293756,,,,
3/1/2016,Vendor B,Country 13,Product 6,37904.78,1061.69,0.028009396,,,,
3/1/2016,Vendor F,Country 26,Product 9,14962.91,149.85,0.010014763,,,,
3/1/2016,Vendor F,Country 18,Product 4,114283.48,4492.63,0.039311281,,,,
3/1/2016,Vendor F,Country 39,Product 4,69458.56,2529.19,0.036412935,,,,
3/1/2016,Vendor F,Country 6,Product 4,17959.44,259.83,0.0144676,,,,
3/1/2016,Vendor F,Country 48,Product 9,28932.42,146.5,0.005063524,,,,
3/1/2016,Vendor F,Country 75,Product 4, $-   ,0.07,#VALUE!,,,,
3/1/2016,Vendor F,Country 52,Product 4,114798.02,4778.19,0.041622582,,,,
3/1/2016,Vendor F,Country 2,Product 4,3536236.57,112014.96,0.03167632,,,,
3/1/2016,Vendor F,Country 59,Product 9,1245.24,50.71,0.040723073,,,,
3/1/2016,Vendor F,Country 52,Product 9,75754.67,2703.34,0.035685457,,,,
3/1/2016,Vendor F,Country 16,Product 9,1373.3,42.93,0.031260467,,,,
3/1/2016,Vendor F,Country 71,Product 9,855.3,28.71,0.033567169,,,,
3/1/2016,Vendor F,Country 66,Product 9,18727.36,644.65,0.034422898,,,,
3/1/2016,Vendor F,Country 47,Product 9,19389.05,654.83,0.033773186,,,,
3/1/2016,Vendor A,Country 43,Product 4,44389.39,1319.66,0.029729176,,,,
3/1/2016,Vendor A,Country 8,Product 9,5727736.9,330050.16,0.057623136,,,,
3/1/2016,Vendor A,Country 29,Product 9,2262209.13,148813.1,0.065782203,,,,
3/1/2016,Vendor A,Country 30,Product 4,586554.11,8982.83,0.01531458,,,,
3/1/2016,Vendor A,Country 55,Product 9,50014.83,2401.48,0.048015359,,,,
3/1/2016,Vendor A,Country 50,Product 14,515.66,24.82,0.04813249,,,,
3/1/2016,Vendor A,Country 41,Product 12,1030.13,86.45,0.083921447,,,,
3/1/2016,Vendor A,Country 8,Product 11,1343.01,70.34,0.052374889,,,,
3/1/2016,Vendor A,Country 40,Product 2,569.63,53.24,0.093464179,,,,
3/1/2016,Vendor A,Country 25,Product 8,2115.52,19.53,0.009231773,,,,
3/1/2016,Vendor A,Country 55,Product 4,13789.49,783.15,0.056793253,,,,
3/1/2016,Vendor A,Country 27,Product 4,36717.29,859.89,0.023419212,,,,
3/1/2016,Vendor A,Country 6,Product 2,357.61,30.33,0.084813065,,,,
3/1/2016,Vendor A,Country 28,Product 4,174636.55,4203.85,0.024071994,,,,
3/1/2016,Vendor A,Country 32,Product 4,45714.82,711.98,0.01557438,,,,
3/1/2016,Vendor A,Country 37,Product 10,129.78,11,0.084758823,,,,
3/1/2016,Vendor A,Country 25,Product 9,176069.27,5298.4,0.030092702,,,,
3/1/2016,Vendor A,Country 70,Product 11,1270.07,54.04,0.042548836,,,,
3/1/2016,Vendor A,Country 42,Product 14,8.45,0.4,0.047337278,,,,
3/1/2016,Vendor A,Country 42,Product 8,486.19,3.71,0.007630762,,,,
3/1/2016,Vendor A,Country 2,Product 9,-110.69,1.87,-0.016894028,,,,
3/1/2016,Vendor A,Country 24,Product 12,5160.53,441.08,0.085471841,,,,
3/1/2016,Vendor A,Country 45,Product 10,45.97,3.89,0.084620405,,,,
3/1/2016,Vendor A,Country 45,Product 3,18.96,0.2,0.010548523,,,,
3/1/2016,Vendor A,Country 20,Product 8,703.15,20.55,0.029225628,,,,
3/1/2016,Vendor A,Country 24,Product 3,0.73,0.02,0.02739726,,,,
3/1/2016,Vendor A,Country 15,Product 3,28.02,0.64,0.022840828,,,,
3/1/2016,Vendor A,Country 57,Product 8,39326.91,358.26,0.009109793,,,,
3/1/2016,Vendor A,Country 41,Product 2,21.61,1.83,0.084683017,,,,
3/1/2016,Vendor A,Country 55,Product 11,187.98,7.99,0.042504522,,,,
3/1/2016,Vendor A,Country 34,Product 2,207.95,17.65,0.084876172,,,,
3/1/2016,Vendor A,Country 58,Product 4,8913.93,671.98,0.07538538,,,,
3/1/2016,Vendor A,Country 65,Product 2,323.45,27.44,0.084835369,,,,
3/1/2016,Vendor A,Country 23,Product 2,-170.71,117.62,-0.689004745,,,,
3/1/2016,Vendor A,Country 33,Product 11,21.41,0.91,0.042503503,,,,
3/1/2016,Vendor A,Country 51,Product 8,460.34,6.93,0.01505409,,,,
3/1/2016,Vendor A,Country 60,Product 8,344.81,4.23,0.012267626,,,,
3/1/2016,Vendor A,Country 47,Product 10,159.19,13.51,0.08486714,,,,
3/1/2016,Vendor A,Country 5,Product 10,15.69,1.33,0.084767368,,,,
3/1/2016,Vendor A,Country 7,Product 5,8384084.68,191450.19,0.022834954,,,,
3/1/2016,Vendor A,Country 50,Product 2,613.08,61.49,0.100296862,,,,
3/1/2016,Vendor A,Country 70,Product 2,9.12,0.77,0.084429825,,,,
3/1/2016,Vendor A,Country 6,Product 3,269.22,2.87,0.010660426,,,,
3/1/2016,Vendor A,Country 25,Product 4,214350.67,5472.94,0.025532647,,,,
3/1/2016,Vendor A,Country 1,Product 4,81229.49,2637.23,0.032466411,,,,
3/1/2016,Vendor A,Country 58,Product 2,98.33,8.4,0.085426625,,,,
3/1/2016,Vendor A,Country 26,Product 3,36.89,0.66,0.017891027,,,,
3/1/2016,Vendor A,Country 21,Product 2,241.58,24.1,0.099759914,,,,
3/1/2016,Vendor A,Country 10,Product 10,440.97,37.43,0.084881058,,,,
3/1/2016,Vendor A,Country 34,Product 8,1884.72,19.89,0.010553292,,,,
3/1/2016,Vendor A,Country 11,Product 2,213.3,18.13,0.084997656,,,,
3/1/2016,Vendor A,Country 3,Product 1,6.47,0.22,0.034003091,,,,
3/1/2016,Vendor A,Country 18,Product 1,4.53,0.04,0.008830022,,,,
3/1/2016,Vendor A,Country 13,Product 9,323081.15,19984.13,0.061854831,,,,
3/1/2016,Vendor A,Country 52,Product 4,481350.53,42301.46,0.08788078,,,,
3/1/2016,Vendor A,Country 76,Product 9,408.75,28.93,0.070776758,,,,
3/1/2016,Vendor A,Country 47,Product 4,60789.29,5209.66,0.085700294,,,,
3/1/2016,Vendor A,Country 20,Product 3,36.65,0.71,0.019372442,,,,
3/1/2016,Vendor A,Country 14,Product 11,7.06,0.3,0.042492918,,,,
3/1/2016,Vendor A,Country 67,Product 4,8306.67,225.02,0.027089074,,,,
3/1/2016,Vendor A,Country 18,Product 8,528144.89,37602.65,0.071197603,,,,
3/1/2016,Vendor A,Country 19,Product 12,22920.3,1940.16,0.084648107,,,,
3/1/2016,Vendor A,Country 3,Product 12,84034.95,7166.17,0.085276067,,,,
3/1/2016,Vendor A,Country 23,Product 11,65.36,2.76,0.042227662,,,,
3/1/2016,Vendor A,Country 22,Product 8,1283.72,72.54,0.05650765,,,,
3/1/2016,Vendor C,Country 61,Product 7,1.39,0.02,0.014388489,,,,
3/1/2016,Vendor C,Country 25,Product 7,71866.79,1336.53,0.018597324,,,,
3/1/2016,Vendor C,Country 37,Product 7,13080.36,243.33,0.018602699,,,,
3/1/2016,Vendor B,Country 7,Product 6,1066710.31,29867.89,0.028000001,,,,
3/1/2016,Vendor B,Country 51,Product 6,3000.3,84.06,0.028017198,,,,
3/1/2016,Vendor F,Country 77,Product 4, $-   ,0.08,#VALUE!,,,,
3/1/2016,Vendor F,Country 22,Product 4,2978.95,88.63,0.029752094,,,,
3/1/2016,Vendor F,Country 28,Product 4,8363.62,208.19,0.024892331,,,,
3/1/2016,Vendor F,Country 20,Product 9,174461.66,6626.98,0.037985309,,,,
3/1/2016,Vendor F,Country 2,Product 6, $-   ,356.48,#VALUE!,,,,
3/1/2016,Vendor F,Country 31,Product 4,63468.9,2050.03,0.032299756,,,,
3/1/2016,Vendor D,Country 2,Product 4,29699692.94,1189333.97,0.040045329,,,,
3/1/2016,Vendor A,Country 55,Product 2,266.8,22.63,0.08482009,,,,
3/1/2016,Vendor A,Country 1,Product 10,267.08,22.67,0.084880935,,,,
3/1/2016,Vendor A,Country 33,Product 8,106.79,1.43,0.013390767,,,,
3/1/2016,Vendor A,Country 16,Product 8,43.72,0.23,0.00526075,,,,
3/1/2016,Vendor A,Country 18,Product 11,477,20.74,0.043480084,,,,
3/1/2016,Vendor A,Country 17,Product 1,3.67,0.03,0.008174387,,,,
3/1/2016,Vendor A,Country 1,Product 8,1582.23,17.34,0.010959216,,,,
3/1/2016,Vendor A,Country 40,Product 11,873.73,37.24,0.042621863,,,,
3/1/2016,Vendor A,Country 28,Product 1,10.7,0.1,0.009345794,,,,
3/1/2016,Vendor A,Country 55,Product 8,115.84,0.81,0.006992403,,,,
3/1/2016,Vendor A,Country 8,Product 4,1566241.99,104690.37,0.066841759,,,,
3/1/2016,Vendor A,Country 29,Product 3,217.33,13.88,0.06386601,,,,
3/1/2016,Vendor A,Country 70,Product 14,19.46,0.93,0.047790339,,,,
3/1/2016,Vendor A,Country 30,Product 10,1731.3,147.4,0.085138335,,,,
3/1/2016,Vendor A,Country 73,Product 2,1.41,0.12,0.085106383,,,,
3/1/2016,Vendor A,Country 12,Product 8,122.49,2.29,0.018695404,,,,
3/1/2016,Vendor A,Country 26,Product 10,110.25,9.42,0.085442177,,,,
3/1/2016,Vendor A,Country 65,Product 14,4.77,0.23,0.048218029,,,,
3/1/2016,Vendor A,Country 49,Product 12,14501.2,1250.54,0.086237001,,,,
3/1/2016,Vendor A,Country 47,Product 3,12.04,0.2,0.016611296,,,,
3/1/2016,Vendor F,Country 10,Product 9,156515.32,4048.25,0.02586488,,,,
3/1/2016,Vendor F,Country 32,Product 9,13664.63,100.44,0.007350364,,,,
3/1/2016,Vendor F,Country 9,Product 4,117.44,10.56,0.089918256,,,,
3/1/2016,Vendor F,Country 30,Product 4,126611.77,917.3,0.007244982,,,,
3/1/2016,Vendor F,Country 8,Product 9,275460.33,7336.75,0.026634507,,,,
3/1/2016,Vendor F,Country 34,Product 4,62366.24,1100.46,0.017645123,,,,
3/1/2016,Vendor F,Country 7,Product 9,404695,3421.2,0.008453774,,,,
3/1/2016,Vendor F,Country 61,Product 4,5463.54,61.07,0.011177735,,,,
3/1/2016,Vendor F,Country 2,Product 10,1373.28,47.98,0.03493825,,,,
3/1/2016,Vendor F,Country 2,Product 14,1138.42,41.08,0.0360851,,,,
3/1/2016,Vendor A,Country 45,Product 8,680.86,9.73,0.01429075,,,,
3/1/2016,Vendor A,Country 45,Product 4,77239.03,4435.03,0.057419546,,,,
3/1/2016,Vendor A,Country 18,Product 3,20.56,0.4,0.019455253,,,,
3/1/2016,Vendor A,Country 17,Product 4,108932.56,2334.84,0.021433812,,,,
3/1/2016,Vendor A,Country 46,Product 9,24730.76,1454.14,0.05879884,,,,
3/1/2016,Vendor A,Country 52,Product 9,319837.04,25043.19,0.078299843,,,,
3/1/2016,Vendor A,Country 12,Product 4,77216.92,8240.29,0.106716119,,,,
3/1/2016,Vendor A,Country 53,Product 9,1014201.91,79933.3,0.078813991,,,,
3/1/2016,Vendor A,Country 15,Product 9,298534.1,22345.71,0.074851449,,,,
3/1/2016,Vendor A,Country 65,Product 9,423870.23,27264.16,0.064321951,,,,
3/1/2016,Vendor A,Country 71,Product 9,24051.8,1724.62,0.071704405,,,,
3/1/2016,Vendor A,Country 53,Product 4,562367.65,50124.68,0.089131514,,,,
3/1/2016,Vendor A,Country 3,Product 4,613017.19,117442.12,0.191580468,,,,
3/1/2016,Vendor A,Country 66,Product 9,75674.35,5786.38,0.076464218,,,,
3/1/2016,Vendor A,Country 69,Product 9,54861.53,3722.61,0.067854652,,,,
3/1/2016,Vendor A,Country 51,Product 4,23164.1,1945.28,0.083978225,,,,
3/1/2016,Vendor A,Country 14,Product 4,220999.57,16503.12,0.074674896,,,,
3/1/2016,Vendor A,Country 22,Product 9,47106.26,2648.57,0.056225436,,,,
3/1/2016,Vendor A,Country 32,Product 2,42.01,3.56,0.084741728,,,,
3/1/2016,Vendor A,Country 21,Product 9,65011.67,2282.46,0.035108466,,,,
3/1/2016,Vendor A,Country 30,Product 9,486010.5,5434.43,0.011181713,,,,
3/1/2016,Vendor A,Country 43,Product 8,994.48,12.16,0.012227496,,,,
3/1/2016,Vendor A,Country 5,Product 14,14.67,0.7,0.047716428,,,,
3/1/2016,Vendor A,Country 8,Product 8,2072.69,43.26,0.020871428,,,,
3/1/2016,Vendor A,Country 6,Product 4,69104.03,2337.56,0.033826681,,,,
3/1/2016,Vendor A,Country 41,Product 8,174.3,2.35,0.013482501,,,,
3/1/2016,Vendor A,Country 34,Product 4,284067.08,11281.79,0.039715232,,,,
3/1/2016,Vendor A,Country 34,Product 14,2.53,0.12,0.04743083,,,,
3/1/2016,Vendor A,Country 64,Product 8,12853.78,112.16,0.008725838,,,,
3/1/2016,Vendor A,Country 1,Product 11,49.92,2.12,0.042467949,,,,
3/1/2016,Vendor A,Country 28,Product 12,3618.94,304.14,0.084041183,,,,
3/1/2016,Vendor A,Country 58,Product 9,24108.88,1521.69,0.063117407,,,,
3/1/2016,Vendor A,Country 3,Product 14,60159.94,2917.12,0.04848941,,,,
3/1/2016,Vendor A,Country 49,Product 11,3.69,0.15,0.040650407,,,,
3/1/2016,Vendor A,Country 13,Product 4,177230.73,13203.71,0.074500116,,,,
3/1/2016,Vendor A,Country 70,Product 9,32104.08,2148.37,0.066918909,,,,
3/1/2016,Vendor A,Country 57,Product 4,31130.92,725.13,0.023292919,,,,
3/1/2016,Vendor A,Country 76,Product 8,0.36,0.01,0.027777778,,,,
3/1/2016,Vendor A,Country 41,Product 14,1.28,0.06,0.046875,,,,
3/1/2016,Vendor A,Country 21,Product 11,31.3,1.33,0.042492013,,,,
